key,source,target
Content/2513090629, 100113001211 <br> 1013122112112321310,
Content/3622026869, 1010121113111303,
Content/3514553089, 1010121113111303 <br> 1020123312311233,
Content/1273579361, 101012331302123112112321310 <br> 110313101201131131013111313322,
Content/3344693288, 1012120112031212112330121311321 <br> 1110121113131313101212112321213,
Content/1142192903, 10122012111302 <br> 10021302123331233121012311233313,
Content/80918097, 102012331231121212121211210 <br> 10111320131013021201,
Content/938612768, 10301221132120113021210 <br> 1012122113021211,
Content/4032608850, 110212111203123 <br> 113031310130212,
Content/3406852688, 1103120113001221121112321303 <br> 1020123312311233,
Content/2315076834, 11131012201211211113021223 <br> <br> <br> 101012331302123112112321310 <br> <br> 100113001211,
Content/1647334565, 11131012201211211113021223 <br> <br> <br> 101012331302123112112321310 <br> <br> <br> 10122012112111302,
Content/2235642036, 111310122012112111133021223 <br> <br> <br> 1010123313023112112112321310 <br> <br> <br> 10301222113211111111111210,
Content/2695638467, 11131012201211211113021223 <br> 10001313131131313131312121211212,
Content/4217722493, 11210 <br> <br> 301303302313 <br> 100312333123012331231212121133131310 <br> <br> 1020123312311233,
Content/503802882, 11210 <br> 10111232121012011232121212111302121,
Content/3190664819, 3122112111333 <br> 0312011230 <br> 102012211303131,
Content/4038400078, 31222112111303 <br> 110313001211120 <br> 0312011230 <br> 01233313021221212 <br> 1020122211303131 <br> 110013302121211211231,
Content/845013814, (+10生存者等级上限),
Content/3676423812, (+15生存者等级上限),
Content/4004698144, (+5生存者等级上限),
Content/572836242,({DayPct}% 日，{NightPct}% 夜),
Content/4128891408, : 切换RTS模式,
Content/1941761426, <br> 110212112103123313021210 <br> 11001302121131312111313131212 <br> <br> <br> 10111320131013021201,
Content/2450044979, <br> 110212112103123313021210 <br> 1100130212113131312111313131212 <br> <br> <br> 1020123312311233,
Content/2271510936, 作弊召唤bossteleporter_spider_easy_c,
Content/3556525234,门的冷却时间为 {1h},
Content/2151908253,生成的冷却时间为 {1h},
Content/888605196,禁用7天后可认领恐龙自动消失的机制。取消勾选后，所有恐龙都可被任何玩家认领。,
Content/3585239671, 手动命令 ,
Content/1211961643, 地图跳 ,
Content/120056706, 油,
Content/3268934406,圣地亚哥的坟墓,
Content/3143033842, | 获得亲密度: ,
Content/792855726,“爆炸头”头部发型,
Content/4129420690,“健美”表情,
Content/739130269,"""后空翻""表情",
Content/1117787787,“二头之吻”表情,
Content/833147918,"""发辫""头部发型",
Content/3926226048,“捶胸”表情,
Content/1482538012,“卷胡子”面部造型,
Content/1446851692,“跳舞”表情,
Content/1558743344,“脏辫胡须”面部造型,
Content/278435717,“脏辫”头部发型,
Content/632780745,“邪恶”表情,
Content/1655020150,“山羊胡子”面部造型,
Content/643344663,“爱心”表情,
Content/3820237599,"""呼拉舞”表情",
Content/2902603737,人蛛泰山,
Content/2300645258,“敲敲”表情,
Content/3944973482,“莫西干”头部发型,
Content/564152109,“小胡子”面部造型,
Content/2070978592,“羊排胡”面部造型,
Content/2637203536,“马尾辫”头部发型,
Content/824893789,“罗曼蒂克”面部造型,
Content/3104943150,“罗曼蒂克”头部发型,
Content/737920927,“害怕”表情,
Content/3500347465,“自我拥抱”表情,
Content/3880711618,“雪球”表情,
Content/4118189319,“不给糖就捣蛋 1”表情,
Content/1013554616,“不给糖就捣蛋 2”表情,
Content/219533937,“火鸡”表情,
Content/3138522526,“维京人的胡子”面部造型,
Content/2920121055,“维京”头部发型,
Content/4175283099,"""你已经没有什么能让我惊讶的了，""我对人生说。""在见识过了翼龙、巨石像以及巨大的沙虫之后，我心理准备做得充足到已经波澜不惊了。""
""那飞行的乌贼-蝙蝠-杀人怪物呢？""人生回答说。
""嗯，这倒是有点令人惊讶，""我承认。
我是指我整个下午都在向那些东西射击和咒骂。至少，当我没有从它们面前逃跑的时候。值得庆幸的是，在使它们的数量稍有减少后，它们觉得我和罗克韦尔不值得它们继续下去了。希望它们不要改变主意吧。我不确定我是否有足够的弹药来再次抵御他们。
是的，我知道“飞行的乌贼-蝙蝠-杀人怪物“不是最科学的称呼，但我现在对它们很不爽，所以我就这么称呼它们......还有其他一些我不想写的名字。""",
Content/4224848549,“僵尸”表情,
Content/2594475951,% {0} 需要 {1} 亲和力 {2},
Content/2300739577,( {console} ),
Content/4226574828,(**)迪诺不能自然驯服,
Content/2692594994,(**)鸡蛋没有受精/未受精的变体,
Content/1137989932,(aScort_lunar_lanternpets_droppoint)SurverSidepoint -0-0,
Content/3369627605,(finter_ice_chairspawnpoint)SurverSidepoint -0-0,
Content/2914997395,(finter_ice_chairspawnpoint)SurverSidepoint -1-0,
Content/1735467551,(finter_ice_chairspawnpoint)SurverSidepoint -3-0,
Content/3813851082,(finter_ice_chairspawnpoint)SurverSidepoint -5-0,
Content/698140998,(finter_ice_chairspawnpoint)SurverSidepoint -7-0,
Content/3973198910,(finter_ice_fishspawnpoint)SurverSidepoint -0-0,
Content/478038479,(hunt_dino_arctic_01)SurverSidepoint -0-1,
Content/248243745,(hunt_dino_arctic_01)ServerSidepoint -0-2,
Content/3061285188,(hunt_dino_arctic_01)ServerSidepoint -0-3,
Content/3563476187,(hunt_dino_arctic_02)SurverSidepoint -1-0,
Content/2077169937,(hunt_dino_arctic_02)ServerSidepoint -2-0,
Content/514335319,(hunt_dino_arctic_02)SurverSidepoint -3-0,
Content/3638072374,(hunt_dino_arctic_03)SurverSidepoint -1-0,
Content/2003950076,(hunt_dino_arctic_03)ServerSidepoint -2-0,
Content/303489722,(hunt_dino_arctic_03)ServerSidepoint -3-0,
Content/574327446,(hunt_dino_arctic_04)SurverSidepoint -0-1,
Content/814622072,(hunt_dino_arctic_04)ServerSidepoint -0-2,
Content/2284995101,(hunt_dino_arctic_04)ServerSidepoint -0-3,
Content/780487291,(Hunt_dino_arctic_05)SurverSidepoint-0-1,
Content/1009837461,(hunt_dino_arctic_05)SurverSidepoint -0-2,
Content/2223801072,(hunt_dino_arctic_05)SurverSidepoint -0-3,
Content/994446156,(hunt_dino_arctic_06)SurverSidepoint -0-1,
Content/2437923783,(hunt_dino_arctic_06)SurverSidepoint -0-3,
Content/939051937,(hunt_dino_arctic_07)SurverSidepoint-0-1,
Content/625828943,(hunt_dino_arctic_07)SurverSidepoint -0-2,
Content/2649817898,(hunt_dino_arctic_07)ServerSidepoint -0-3,
Content/1966509642,(hunt_dino_arctic_08)ServerSidepoint -0-1,
Content/1736647076,(hunt_dino_arctic_08)SurverSidepoint -0-2,
Content/3745466049,(Hunt_dino_arctic_08)SurverSidepoint -0-3,
Content/2038976167,(hunt_dino_arctic_09)SurverSidepoint-0-1,
Content/1799217481,(hunt_dino_arctic_09)SurverSidepoint -0-2,
Content/3548481068,(hunt_dino_arctic_09)SurverSidepoint -0-3,
Content/3599387034,(hunt_dino_arctic_10)ServerSidepoint -0-1,
Content/3292522100,(hunt_dino_arctic_10)ServerSidepoint -0-2,
Content/2088993041,(hunt_dino_arctic_10)ServerSidepoint -0-3,
Content/3660876151,(hunt_dino_arctic_11)ServerSidepoint -0-1,
Content/3363907225,(hunt_dino_arctic_11)ServerSidepoint -0-2,
Content/1883062780,(hunt_dino_arctic_11)SurverSidepoint -0-3,
Content/3489122368,(hunt_dino_arctic_12)ServerSidepoint -0-1,
Content/3712116654,(hunt_dino_arctic_12)ServerSidepoint -0-2,
Content/1711145163,(hunt_dino_arctic_12)ServerSidepoint -0-3,
Content/3518723728,(hunt_dino_arctic_a)ServerSidepoint -0-0,
Content/3296212903,(hunt_dino_arctic_b)ServerSidepoint -0-0,
Content/2575352521,(Hunt_dino_bog_01)SurverSidepoint -1-0,
Content/908693251,(Hunt_dino_bog_01)SurverSidepoint -2-0,
Content/1397666885,(hunt_dino_bog_01)SurverSidepoint -3-0,
Content/2353234942,(hunt_dino_bog_02)SurverSidepoint -1-0,
Content/602590772,(hunt_dino_bog_02)SurverSidepoint -2-0,
Content/1183708530,(Hunt_dino_bog_02)ServerSidepoint -3-0,
Content/2164081427,(hunt_dino_bog_03)ServerSidepoint -1-0,
Content/794037977,(hunt_dino_bog_03)ServerSidepoint -2-0,
Content/1244870047,(Hunt_dino_bog_03)SurverSidepoint -3-0,
Content/2814706064,(Hunt_dino_bog_04)SurverSidepoint -1-0,
Content/141315162,(Hunt_dino_bog_04)SurverSidepoint -2-0,
Content/1829467932,(hunt_dino_bog_04)SurverSidepoint -3-0,
Content/2877014397,(Hunt_dino_bog_05)ServerSidepoint -1-0,
Content/80907447,(Hunt_dino_bog_05)SurverSidepoint -2-0,
Content/1639299057,(hunt_dino_bog_05)SurverSidepoint -3-0,
Content/3199762506,(hunt_dino_bog_06)ServerSidepoint -1-0,
Content/286379392,(hunt_dino_bog_06)SurverSidepoint -2-0,
Content/1953953478,(hunt_dino_bog_06)SurverSidepoint -3-0,
Content/2986754215,(hunt_dino_bog_07)ServerSidepoint -1-0,
Content/498011501,(hunt_dino_bog_07)ServerSidepoint -2-0,
Content/2026386987,(Hunt_dino_bog_07)SurverSidepoint -3-0,
Content/4039640396,(hunt_dino_bog_08)ServerSidepoint -1-0,
Content/1600211078,(Hunt_dino_bog_08)SurverSidepoint -2-0,
Content/973501376,(hunt_dino_bog_08)ServerSidepoint -3-0,
Content/4235642273,(hunt_dino_bog_09)SurverSidepoint -1-0,
Content/1407158379,(hunt_dino_bog_09)SurverSidepoint -2-0,
Content/918074157,(hunt_dino_bog_09)SurverSidepoint -3-0,
Content/1400160924,(hunt_dino_bog_10)SurverSidepoint -1-0,
Content/4242378582,(hunt_dino_bog_10)ServerSidepoint -2-0,
Content/2579149840,(hunt_dino_bog_10)SurverSidepoint -3-0,
Content/1607074417,(hunt_dino_bog_11)ServerSidepoint -1-0,
Content/4033040315,(hunt_dino_bog_11)SurverSidepoint -2-0,
Content/2500097277,(hunt_dino_bog_11)SurverSidepoint -3-0,
Content/1242121030,(hunt_dino_bog_12)ServerSidepoint -1-0,
Content/3852471948,(Hunt_dino_bog_12)SurverSidepoint -2-0,
Content/2160539082,(hunt_dino_bog_12)SurverSidepoint -3-0,
Content/2923429070,(hunt_dino_bog_a)SurverSidepoint -0-0,
Content/3625013752,(hunt_dino_bog_a_test)ServerSidepoint -0-0,
Content/3153903097,(hunt_dino_bog_b)ServerSidepoint -0-0,
Content/3237187314,(hunt_dino_eden_start)SurverSidepoint -0-0,
Content/164673089,(hunt_dino_lunar_01)SurverSidepoint -0-1,
Content/2748939978,(hunt_dino_lunar_01)SurverSidepoint -0-3,
Content/471070582,(hunt_dino_lunar_02)SurverSidepoint-0-1,
Content/245782680,(hunt_dino_lunar_02)SurverSidepoint -0-2,
Content/3055173629,(hunt_dino_lunar_02)SurverSidepoint -0-3,
Content/279787419,(Hunt_dino_lunar_03)SurverSidepoint -0-1,
Content/35166325,(hunt_dino_lunar_03)ServerSidepoint -0-2,
Content/3131375376,(hunt_dino_lunar_03)SurverSidepoint -0-3,
Content/932541720,(Hunt_dino_lunar_04)SurverSidepoint -0-1,
Content/622910198,(hunt_dino_lunar_04)SurverSidepoint -0-2,
Content/2644295059,(hunt_dino_lunar_04)ServerSidepoint -0-3,
Content/992720373,(Hunt_dino_lunar_05)SurverSidepoint-0-1,
Content/698227227,(hunt_dino_lunar_05)SurverSidepoint -0-2,
Content/2434956670,(hunt_dino_lunar_05)ServerSidepoint -0-3,
Content/787018946,(hunt_dino_lunar_06)SurverSidepoint-0-1,
Content/1012751148,(hunt_dino_lunar_06)SurverSidepoint -0-2,
Content/2229353545,(hunt_dino_lunar_06)SurverSidepoint -0-3,
Content/576074799,(Hunt_dino_lunar_07)SurverSidepoint-0-1,
Content/2287991972,(hunt_dino_lunar_07)ServerSidepoint -0-3,
Content/1620603332,(hunt_dino_lunar_08)SurverSidepoint -0-1,
Content/1915608618,(hunt_dino_lunar_08)ServerSidepoint -0-2,
Content/3398547791,(hunt_dino_lunar_08)ServerSidepoint -0-3,
Content/1814475049,(hunt_dino_lunar_09)SurverSidepoint -0-1,
Content/2123570887,(hunt_dino_lunar_09)ServerSidepoint -0-2,
Content/3325000098,(hunt_dino_lunar_09)SurverSidepoint -0-3,
Content/3273963028,(hunt_dino_lunar_10)SurverSidepoint -0-1,
Content/3515947514,(hunt_dino_lunar_10)SurverSidepoint -0-2,
Content/1764589215,(hunt_dino_lunar_10)SurverSidepoint -0-3,
Content/3483006713,(hunt_dino_lunar_11)ServerSidepoint -0-1,
Content/3710900503,(hunt_dino_lunar_11)SurverSidepoint -0-2,
Content/1704181362,(hunt_dino_lunar_11)SurverSidepoint -0-3,
